number,state,value,params
517,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.49715893594111477, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 12, ""units_0"": 2048}"
518,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43446857436848696, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
519,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3640185598570563, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 34, ""units_0"": 512}"
520,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.40546460713120214, ""max_epochs"": 1350, ""n_layers"": 2, ""patience"": 16, ""units_0"": 512, ""units_1"": 10}"
521,PRUNED,0.9111111111111111,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3381181407851449, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 4096}"
522,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.28244631240598794, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 14, ""units_0"": 16}"
523,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3770817569697495, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
524,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.319441814434749, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 21, ""units_0"": 512}"
525,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3463919200380251, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 128}"
526,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4070876173825118, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
527,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.38420913605219725, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
528,PRUNED,0.9333333333333333,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.44953087547568177, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
529,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3009918941936586, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
530,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3600038710394188, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
531,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3330904840720343, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
532,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.4240818306120243, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
533,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.387324533826616, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 26, ""units_0"": 512}"
534,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3551352615532638, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 18, ""units_0"": 32}"
535,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.30782837803139423, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
536,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4039607267964857, ""max_epochs"": 2750, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
537,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3689980732649219, ""max_epochs"": 2650, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
538,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3360748262822914, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
539,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43592680947972956, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
540,PRUNED,0.9555555555555556,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3789065907601853, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 256}"
541,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3274552619008124, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
542,PRUNED,0.9305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.024958808415514174, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 64}"
543,PRUNED,0.7805555555555556,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.2900119337060444, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 10}"
544,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3584527612537383, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
545,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40548864661051665, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
546,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4649464190986329, ""max_epochs"": 1750, ""n_layers"": 1, ""patience"": 11, ""units_0"": 1024}"
547,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3469505072607286, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
548,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3854789562375631, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 10, ""units_0"": 512}"
549,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.30844571562573786, ""max_epochs"": 950, ""n_layers"": 2, ""patience"": 16, ""units_0"": 512, ""units_1"": 1024}"
550,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.42479698934948135, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 12, ""units_0"": 2048}"
551,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.10433285509989093, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
552,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3491599400654306, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
553,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.20254675501647398, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 4096}"
554,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3229070721431883, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 25, ""units_0"": 16}"
555,PRUNED,0.9305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3791755430839629, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
556,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40448405172204815, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
557,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.048297253260427796, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
558,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35142332994943604, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 12, ""units_0"": 128}"
559,PRUNED,0.9305555555555556,"{""activation_0"": ""sigmoid"", ""batch_size"": 32, ""lr"": 0.37059636056747813, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
560,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3293322513124752, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
561,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.44848901280950404, ""max_epochs"": 2050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
562,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2794067372263096, ""max_epochs"": 2450, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
563,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39732753805763354, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 23, ""units_0"": 512}"
564,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.360740185235166, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
565,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.30906719903072283, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 37, ""units_0"": 512}"
566,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.41081782675465567, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
567,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33626038010308795, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 11, ""units_0"": 32}"
568,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.38576396048920963, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
569,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3611509176521273, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 32, ""units_0"": 512}"
570,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4283747588136458, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
571,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.3253578697624295, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
572,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36765636105435767, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 256}"
573,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.46718605791121925, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
574,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.29500906539567934, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
575,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39222148786509364, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 14, ""units_0"": 10}"
576,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3401691516409243, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 64}"
577,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.4277596316444585, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
578,PRUNED,0.8333333333333334,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.03773132104846948, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 28, ""units_0"": 512}"
579,PRUNED,0.1,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""relu"", ""batch_size"": 16, ""lr"": 0.3707470108561936, ""max_epochs"": 150, ""n_layers"": 3, ""patience"": 15, ""units_0"": 512, ""units_1"": 512, ""units_2"": 1024}"
580,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32203613517618773, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 4096}"
581,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3466284366257664, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 14, ""units_0"": 1024}"
582,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4112449956806329, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
583,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3834489678755713, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
584,PRUNED,0.9194444444444444,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3084167873689148, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
585,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.3508159319625917, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 15, ""units_0"": 2048}"
586,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.389226474375367, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
587,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34420131510546226, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 16}"
588,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.457451119930451, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
589,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2816655360018145, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
590,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4219892565294121, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 26, ""units_0"": 512}"
591,PRUNED,0.9638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3690983002394813, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 8192}"
592,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32090705004809145, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 31, ""units_0"": 128}"
593,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3997203566604255, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 29, ""units_0"": 512}"
594,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36672524153254604, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
595,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3327662881691589, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
596,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4932429965541295, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
597,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.29648290815303735, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
598,PRUNED,0.37777777777777777,"{""activation_0"": ""sigmoid"", ""batch_size"": 256, ""lr"": 0.3901847395976903, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
599,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3482230167895084, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
600,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43978132967598316, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
601,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36738719047669005, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 36, ""units_0"": 512}"
602,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33189979386669893, ""max_epochs"": 1650, ""n_layers"": 1, ""patience"": 30, ""units_0"": 32}"
603,PRUNED,0.975,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.4158745387855754, ""max_epochs"": 1250, ""n_layers"": 2, ""patience"": 16, ""units_0"": 512, ""units_1"": 4096}"
604,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.3080361854703576, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
605,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3879579127592219, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
606,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3551685106492076, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 19, ""units_0"": 256}"
607,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4175151452714427, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
608,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3142843705032029, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 24, ""units_0"": 10}"
609,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3767056783026661, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
610,PRUNED,0.8638888888888889,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3474458653504332, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 64}"
611,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2704147352496161, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
612,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4493325212869367, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
613,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.3923897685751099, ""max_epochs"": 1950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
614,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.03272772740654905, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 16, ""units_0"": 1024}"
615,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34191499884884774, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
616,PRUNED,0.9277777777777778,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.36614108013777813, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 14, ""units_0"": 4096}"
617,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32028894835654653, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
618,PRUNED,0.95,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4085693888174144, ""max_epochs"": 2150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 2048}"
619,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2996949537810134, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
620,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3696947878447664, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
621,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3361774433640195, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 16}"
622,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4304370308916261, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
623,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.03977894876802979, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
624,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3885330758933977, ""max_epochs"": 2450, ""n_layers"": 1, ""patience"": 20, ""units_0"": 512}"
625,PRUNED,0.1,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""sigmoid"", ""batch_size"": 256, ""lr"": 0.3552045630335699, ""max_epochs"": 1050, ""n_layers"": 3, ""patience"": 10, ""units_0"": 128, ""units_1"": 64, ""units_2"": 8192}"
626,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.32324602057546353, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
627,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4666779373489949, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 13, ""units_0"": 8192}"
628,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40041310737166197, ""max_epochs"": 350, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
629,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3561162812135516, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 28, ""units_0"": 512}"
630,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3774905751417338, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
631,PRUNED,0.9472222222222222,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.2929809978322939, ""max_epochs"": 1850, ""n_layers"": 1, ""patience"": 25, ""units_0"": 512}"
632,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.4249312664780039, ""max_epochs"": 1150, ""n_layers"": 2, ""patience"": 14, ""units_0"": 512, ""units_1"": 8192}"
633,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3295569986171989, ""max_epochs"": 2650, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
634,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3763135960807108, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
635,PRUNED,0.9388888888888889,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3425665423458866, ""max_epochs"": 2750, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
636,PRUNED,0.9583333333333334,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.12264059495407675, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 32}"
637,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40049979815744136, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
638,PRUNED,0.8305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.09137674067454421, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
639,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31369261260129994, ""max_epochs"": 650, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
640,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35826213145209473, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 256}"
641,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.44730673657023784, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
642,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.27822042329278746, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 10}"
643,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.1652245323007072, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
644,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4995901178394528, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 11, ""units_0"": 64}"
645,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.18897510442073284, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 34, ""units_0"": 512}"
646,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4051062242619509, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
647,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34381643987513805, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
648,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3734542632419377, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
